Date,Price,btc,bitcoin,cryptocurrency
8/19/2018 0:00,6436.720833,16,10,11
8/20/2018 0:00,6434.559167,16,10,11
8/21/2018 0:00,6434.559167,16,10,11
8/22/2018 0:00,6575.229167,16,10,11
8/23/2018 0:00,6575.229167,16,10,11
8/24/2018 0:00,6543.645714,16,10,11
8/25/2018 0:00,6543.645714,16,10,11
8/26/2018 0:00,6673.274167,17,10,10
8/27/2018 0:00,6673.274167,17,10,10
8/28/2018 0:00,7000.04,17,10,10
8/29/2018 0:00,7000.04,17,10,10
8/30/2018 0:00,6932.6625,17,10,10
8/31/2018 0:00,6932.6625,17,10,10
9/1/2018 0:00,7100.946667,17,10,10
9/2/2018 0:00,7100.946667,20,11,11
9/3/2018 0:00,7260.949231,20,11,11
9/4/2018 0:00,7260.949231,20,11,11
9/5/2018 0:00,7113.069231,20,11,11
9/6/2018 0:00,7113.069231,20,11,11
9/7/2018 0:00,6444.804167,20,11,11
9/8/2018 0:00,6444.804167,20,11,11
9/9/2018 0:00,6286.425833,20,10,11
9/10/2018 0:00,6286.425833,20,10,11
9/11/2018 0:00,6296.320833,20,10,11
9/12/2018 0:00,6296.320833,20,10,11
9/13/2018 0:00,6450.179231,20,10,11
9/14/2018 0:00,6450.179231,20,10,11
9/15/2018 0:00,6518.655,20,10,11
9/16/2018 0:00,6518.655,19,9,11
9/17/2018 0:00,6400.600833,19,9,11
9/18/2018 0:00,6400.600833,19,9,11
9/19/2018 0:00,6335.826667,19,9,11
9/20/2018 0:00,6335.826667,19,9,11
9/21/2018 0:00,6669.990833,19,9,11
9/22/2018 0:00,6669.990833,19,9,11
9/23/2018 0:00,6710.445,18,8,10
9/24/2018 0:00,6710.445,18,8,10
9/25/2018 0:00,6412.459167,18,8,10
9/26/2018 0:00,6412.459167,18,8,10
9/27/2018 0:00,6535.476667,18,8,10
9/28/2018 0:00,6535.476667,18,8,10
9/29/2018 0:00,6550.474167,18,8,10
9/30/2018 0:00,6550.474167,17,8,9
10/1/2018 0:00,6590.968333,17,8,9
10/2/2018 0:00,6590.968333,17,8,9
10/3/2018 0:00,6470.4025,17,8,9
10/4/2018 0:00,6470.4025,17,8,9
10/5/2018 0:00,6568.549167,17,8,9
10/6/2018 0:00,6568.549167,17,8,9
10/7/2018 0:00,6558.5375,17,8,10
10/8/2018 0:00,6558.5375,17,8,10
10/9/2018 0:00,6621.711667,17,8,10
10/10/2018 0:00,6621.711667,17,8,10
10/11/2018 0:00,6248.635833,17,8,10
10/12/2018 0:00,6248.635833,17,8,10
10/13/2018 0:00,6260.645833,17,8,10
10/14/2018 0:00,6260.645833,17,8,9
10/15/2018 0:00,6452.571667,17,8,9
10/16/2018 0:00,6452.571667,17,8,9
10/17/2018 0:00,6596.276154,17,8,9
10/18/2018 0:00,6596.276154,17,8,9
10/19/2018 0:00,6487.444167,17,8,9
10/20/2018 0:00,6487.444167,17,8,9
10/21/2018 0:00,6531.601667,16,7,9
10/22/2018 0:00,6531.601667,16,7,9
10/23/2018 0:00,6481.426,16,7,9
10/24/2018 0:00,6481.426,16,7,9
10/25/2018 0:00,6478.0825,16,7,9
10/26/2018 0:00,6478.0825,16,7,9
10/27/2018 0:00,6465.9175,16,7,9
10/28/2018 0:00,6465.9175,15,8,8
10/29/2018 0:00,6382.668333,15,8,8
10/30/2018 0:00,6382.668333,15,8,8
10/31/2018 0:00,6310.284167,15,8,8
11/1/2018 0:00,6310.284167,15,8,8
11/2/2018 0:00,6387.674167,15,8,8
11/3/2018 0:00,6387.674167,15,8,8
11/4/2018 0:00,6391.873333,13,8,9
11/5/2018 0:00,6391.873333,13,8,9
11/6/2018 0:00,6445.354167,13,8,9
11/7/2018 0:00,6445.354167,13,8,9
11/8/2018 0:00,6486.251667,13,8,9
11/9/2018 0:00,6486.251667,13,8,9
11/10/2018 0:00,6399.033333,13,8,9
11/11/2018 0:00,6399.033333,13,8,9
