Week,btc,bitcoin,cryptocurrency
10/13/2016,7,3,1
10/14/2016,7,3,1
10/15/2016,7,3,1
10/16/2016,6,2,1
10/17/2016,6,2,1
10/18/2016,6,2,1
10/19/2016,6,2,1
10/20/2016,6,2,1
10/21/2016,6,2,1
10/22/2016,6,2,1
10/23/2016,7,3,1
10/24/2016,7,3,1
10/25/2016,7,3,1
10/26/2016,7,3,1
10/27/2016,7,3,1
10/28/2016,7,3,1
10/29/2016,7,3,1
10/30/2016,7,3,1
10/31/2016,7,3,1
11/1/2016,7,3,1
11/2/2016,7,3,1
11/3/2016,7,3,1
11/4/2016,7,3,1
11/5/2016,7,3,1
11/6/2016,7,3,1
11/7/2016,7,3,1
11/8/2016,7,3,1
11/9/2016,7,3,1
11/10/2016,7,3,1
11/11/2016,7,3,1
11/12/2016,7,3,1
11/13/2016,7,3,1
11/14/2016,7,3,1
11/15/2016,7,3,1
11/16/2016,7,3,1
11/17/2016,7,3,1
11/18/2016,7,3,1
11/19/2016,7,3,1
11/20/2016,7,3,1
11/21/2016,7,3,1
11/22/2016,7,3,1
11/23/2016,7,3,1
11/24/2016,7,3,1
11/25/2016,7,3,1
11/26/2016,7,3,1
11/27/2016,7,3,1
11/28/2016,7,3,1
11/29/2016,7,3,1
11/30/2016,7,3,1
12/1/2016,7,3,1
12/2/2016,7,3,1
12/3/2016,7,3,1
12/4/2016,7,3,1
12/5/2016,7,3,1
12/6/2016,7,3,1
12/7/2016,7,3,1
12/8/2016,7,3,1
12/9/2016,7,3,1
12/10/2016,7,3,1
12/11/2016,7,3,1
12/12/2016,7,3,1
12/13/2016,7,3,1
12/14/2016,7,3,1
12/15/2016,7,3,1
12/16/2016,7,3,1
12/17/2016,7,3,1
12/18/2016,9,4,1
12/19/2016,9,4,1
12/20/2016,9,4,1
12/21/2016,9,4,1
12/22/2016,9,4,1
12/23/2016,9,4,1
12/24/2016,9,4,1
12/25/2016,10,5,1
12/26/2016,10,5,1
12/27/2016,10,5,1
12/28/2016,10,5,1
12/29/2016,10,5,1
12/30/2016,10,5,1
12/31/2016,10,5,1
1/1/2017,13,7,2
1/2/2017,13,7,2
1/3/2017,13,7,2
1/4/2017,13,7,2
1/5/2017,13,7,2
1/6/2017,13,7,2
1/7/2017,13,7,2
1/8/2017,10,6,1
1/9/2017,10,6,1
1/10/2017,10,6,1
1/11/2017,10,6,1
1/12/2017,10,6,1
1/13/2017,10,6,1
1/14/2017,10,6,1
1/15/2017,9,4,1
1/16/2017,9,4,1
1/17/2017,9,4,1
1/18/2017,9,4,1
1/19/2017,9,4,1
1/20/2017,9,4,1
1/21/2017,9,4,1
1/22/2017,8,4,1
1/23/2017,8,4,1
1/24/2017,8,4,1
1/25/2017,8,4,1
1/26/2017,8,4,1
1/27/2017,8,4,1
1/28/2017,8,4,1
1/29/2017,9,4,1
1/30/2017,9,4,1
1/31/2017,9,4,1
2/1/2017,9,4,1
2/2/2017,9,4,1
2/3/2017,9,4,1
2/4/2017,9,4,1
2/5/2017,10,5,1
2/6/2017,10,5,1
2/7/2017,10,5,1
2/8/2017,10,5,1
2/9/2017,10,5,1
2/10/2017,10,5,1
2/11/2017,10,5,1
2/12/2017,8,4,1
2/13/2017,8,4,1
2/14/2017,8,4,1
2/15/2017,8,4,1
2/16/2017,8,4,1
2/17/2017,8,4,1
2/18/2017,8,4,1
2/19/2017,10,5,1
2/20/2017,10,5,1
2/21/2017,10,5,1
2/22/2017,10,5,1
2/23/2017,10,5,1
2/24/2017,10,5,1
2/25/2017,10,5,1
2/26/2017,11,6,1
2/27/2017,11,6,1
2/28/2017,11,6,1
3/1/2017,11,6,1
3/2/2017,11,6,1
3/3/2017,11,6,1
3/4/2017,11,6,1
3/5/2017,11,7,1
3/6/2017,11,7,1
3/7/2017,11,7,1
3/8/2017,11,7,1
3/9/2017,11,7,1
3/10/2017,11,7,1
3/11/2017,11,7,1
3/12/2017,12,6,2
3/13/2017,12,6,2
3/14/2017,12,6,2
3/15/2017,12,6,2
3/16/2017,12,6,2
3/17/2017,12,6,2
3/18/2017,12,6,2
3/19/2017,13,6,2
3/20/2017,13,6,2
3/21/2017,13,6,2
3/22/2017,13,6,2
3/23/2017,13,6,2
3/24/2017,13,6,2
3/25/2017,13,6,2
3/26/2017,11,5,2
3/27/2017,11,5,2
3/28/2017,11,5,2
3/29/2017,11,5,2
3/30/2017,11,5,2
3/31/2017,11,5,2
4/1/2017,11,5,2
4/2/2017,11,5,2
4/3/2017,11,5,2
4/4/2017,11,5,2
4/5/2017,11,5,2
4/6/2017,11,5,2
4/7/2017,11,5,2
4/8/2017,11,5,2
4/9/2017,11,5,2
4/10/2017,11,5,2
4/11/2017,11,5,2
4/12/2017,11,5,2
4/13/2017,11,5,2
4/14/2017,11,5,2
4/15/2017,11,5,2
4/16/2017,10,5,2
4/17/2017,10,5,2
4/18/2017,10,5,2
4/19/2017,10,5,2
4/20/2017,10,5,2
4/21/2017,10,5,2
4/22/2017,10,5,2
4/23/2017,11,5,3
4/24/2017,11,5,3
4/25/2017,11,5,3
4/26/2017,11,5,3
4/27/2017,11,5,3
4/28/2017,11,5,3
4/29/2017,11,5,3
4/30/2017,14,7,4
5/1/2017,14,7,4
5/2/2017,14,7,4
5/3/2017,14,7,4
5/4/2017,14,7,4
5/5/2017,14,7,4
5/6/2017,14,7,4
5/7/2017,17,10,5
5/8/2017,17,10,5
5/9/2017,17,10,5
5/10/2017,17,10,5
5/11/2017,17,10,5
5/12/2017,17,10,5
5/13/2017,17,10,5
5/14/2017,17,11,5
5/15/2017,17,11,5
5/16/2017,17,11,5
5/17/2017,17,11,5
5/18/2017,17,11,5
5/19/2017,17,11,5
5/20/2017,17,11,5
5/21/2017,26,19,11
5/22/2017,26,19,11
5/23/2017,26,19,11
5/24/2017,26,19,11
5/25/2017,26,19,11
5/26/2017,26,19,11
5/27/2017,26,19,11
5/28/2017,20,12,9
5/29/2017,20,12,9
5/30/2017,20,12,9
5/31/2017,20,12,9
6/1/2017,20,12,9
6/2/2017,20,12,9
6/3/2017,20,12,9
6/4/2017,21,12,11
6/5/2017,21,12,11
6/6/2017,21,12,11
6/7/2017,21,12,11
6/8/2017,21,12,11
6/9/2017,21,12,11
6/10/2017,21,12,11
6/11/2017,25,13,14
6/12/2017,25,13,14
6/13/2017,25,13,14
6/14/2017,25,13,14
6/15/2017,25,13,14
6/16/2017,25,13,14
6/17/2017,25,13,14
6/18/2017,21,11,13
6/19/2017,21,11,13
6/20/2017,21,11,13
6/21/2017,21,11,13
6/22/2017,21,11,13
6/23/2017,21,11,13
6/24/2017,21,11,13
6/25/2017,20,11,12
6/26/2017,20,11,12
6/27/2017,20,11,12
6/28/2017,20,11,12
6/29/2017,20,11,12
6/30/2017,20,11,12
7/1/2017,20,11,12
7/2/2017,18,9,10
7/3/2017,18,9,10
7/4/2017,18,9,10
7/5/2017,18,9,10
7/6/2017,18,9,10
7/7/2017,18,9,10
7/8/2017,18,9,10
7/9/2017,18,10,12
7/10/2017,18,10,12
7/11/2017,18,10,12
7/12/2017,18,10,12
7/13/2017,18,10,12
7/14/2017,18,10,12
7/15/2017,18,10,12
7/16/2017,23,12,11
7/17/2017,23,12,11
7/18/2017,23,12,11
7/19/2017,23,12,11
7/20/2017,23,12,11
7/21/2017,23,12,11
7/22/2017,23,12,11
7/23/2017,21,11,10
7/24/2017,21,11,10
7/25/2017,21,11,10
7/26/2017,21,11,10
7/27/2017,21,11,10
7/28/2017,21,11,10
7/29/2017,21,11,10
7/30/2017,23,15,10
7/31/2017,23,15,10
8/1/2017,23,15,10
8/2/2017,23,15,10
8/3/2017,23,15,10
8/4/2017,23,15,10
8/5/2017,23,15,10
8/6/2017,24,15,14
8/7/2017,24,15,14
8/8/2017,24,15,14
8/9/2017,24,15,14
8/10/2017,24,15,14
8/11/2017,24,15,14
8/12/2017,24,15,14
8/13/2017,28,20,17
8/14/2017,28,20,17
8/15/2017,28,20,17
8/16/2017,28,20,17
8/17/2017,28,20,17
8/18/2017,28,20,17
8/19/2017,28,20,17
8/20/2017,26,16,16
8/21/2017,26,16,16
8/22/2017,26,16,16
8/23/2017,26,16,16
8/24/2017,26,16,16
8/25/2017,26,16,16
8/26/2017,26,16,16
8/27/2017,33,17,19
8/28/2017,33,17,19
8/29/2017,33,17,19
8/30/2017,33,17,19
8/31/2017,33,17,19
9/1/2017,33,17,19
9/2/2017,33,17,19
9/3/2017,28,18,19
9/4/2017,28,18,19
9/5/2017,28,18,19
9/6/2017,28,18,19
9/7/2017,28,18,19
9/8/2017,28,18,19
9/9/2017,28,18,19
9/10/2017,30,21,18
9/11/2017,30,21,18
9/12/2017,30,21,18
9/13/2017,30,21,18
9/14/2017,30,21,18
9/15/2017,30,21,18
9/16/2017,30,21,18
9/17/2017,22,16,14
9/18/2017,22,16,14
9/19/2017,22,16,14
9/20/2017,22,16,14
9/21/2017,22,16,14
9/22/2017,22,16,14
9/23/2017,22,16,14
9/24/2017,20,13,13
9/25/2017,20,13,13
9/26/2017,20,13,13
9/27/2017,20,13,13
9/28/2017,20,13,13
9/29/2017,20,13,13
9/30/2017,20,13,13
10/1/2017,21,12,13
10/2/2017,21,12,13
10/3/2017,21,12,13
10/4/2017,21,12,13
10/5/2017,21,12,13
10/6/2017,21,12,13
10/7/2017,21,12,13
10/8/2017,27,19,15
10/9/2017,27,19,15
10/10/2017,27,19,15
10/11/2017,27,19,15
10/12/2017,27,19,15
10/13/2017,27,19,15
10/14/2017,27,19,15
10/15/2017,26,20,16
10/16/2017,26,20,16
10/17/2017,26,20,16
10/18/2017,26,20,16
10/19/2017,26,20,16
10/20/2017,26,20,16
10/21/2017,26,20,16
10/22/2017,26,21,15
10/23/2017,26,21,15
10/24/2017,26,21,15
10/25/2017,26,21,15
10/26/2017,26,21,15
10/27/2017,26,21,15
10/28/2017,26,21,15
10/29/2017,33,28,18
10/30/2017,33,28,18
10/31/2017,33,28,18
11/1/2017,33,28,18
11/2/2017,33,28,18
11/3/2017,33,28,18
11/4/2017,33,28,18
11/5/2017,35,28,19
11/6/2017,35,28,19
11/7/2017,35,28,19
11/8/2017,35,28,19
11/9/2017,35,28,19
11/10/2017,35,28,19
11/11/2017,35,28,19
11/12/2017,38,31,21
11/13/2017,38,31,21
11/14/2017,38,31,21
11/15/2017,38,31,21
11/16/2017,38,31,21
11/17/2017,38,31,21
11/18/2017,38,31,21
11/19/2017,34,28,23
11/20/2017,34,28,23
11/21/2017,34,28,23
11/22/2017,34,28,23
11/23/2017,34,28,23
11/24/2017,34,28,23
11/25/2017,34,28,23
11/26/2017,64,65,42
11/27/2017,64,65,42
11/28/2017,64,65,42
11/29/2017,64,65,42
11/30/2017,64,65,42
12/1/2017,64,65,42
12/2/2017,64,65,42
12/3/2017,86,92,56
12/4/2017,86,92,56
12/5/2017,86,92,56
12/6/2017,86,92,56
12/7/2017,86,92,56
12/8/2017,86,92,56
12/9/2017,86,92,56
12/10/2017,82,85,82
12/11/2017,82,85,82
12/12/2017,82,85,82
12/13/2017,82,85,82
12/14/2017,82,85,82
12/15/2017,82,85,82
12/16/2017,82,85,82
12/17/2017,100,100,95
12/18/2017,100,100,95
12/19/2017,100,100,95
12/20/2017,100,100,95
12/21/2017,100,100,95
12/22/2017,100,100,95
12/23/2017,100,100,95
12/24/2017,73,62,73
12/25/2017,73,62,73
12/26/2017,73,62,73
12/27/2017,73,62,73
12/28/2017,73,62,73
12/29/2017,73,62,73
12/30/2017,73,62,73
12/31/2017,69,48,100
1/1/2018,69,48,100
1/2/2018,69,48,100
1/3/2018,69,48,100
1/4/2018,69,48,100
1/5/2018,69,48,100
1/6/2018,69,48,100
1/7/2018,62,46,98
1/8/2018,62,46,98
1/9/2018,62,46,98
1/10/2018,62,46,98
1/11/2018,62,46,98
1/12/2018,62,46,98
1/13/2018,62,46,98
1/14/2018,65,57,91
1/15/2018,65,57,91
1/16/2018,65,57,91
1/17/2018,65,57,91
1/18/2018,65,57,91
1/19/2018,65,57,91
1/20/2018,65,57,91
1/21/2018,45,38,54
1/22/2018,45,38,54
1/23/2018,45,38,54
1/24/2018,45,38,54
1/25/2018,45,38,54
1/26/2018,45,38,54
1/27/2018,45,38,54
1/28/2018,46,40,57
1/29/2018,46,40,57
1/30/2018,46,40,57
1/31/2018,46,40,57
2/1/2018,46,40,57
2/2/2018,46,40,57
2/3/2018,46,40,57
2/4/2018,53,48,54
2/5/2018,53,48,54
2/6/2018,53,48,54
2/7/2018,53,48,54
2/8/2018,53,48,54
2/9/2018,53,48,54
2/10/2018,53,48,54
2/11/2018,35,27,34
2/12/2018,35,27,34
2/13/2018,35,27,34
2/14/2018,35,27,34
2/15/2018,35,27,34
2/16/2018,35,27,34
2/17/2018,35,27,34
2/18/2018,32,24,32
2/19/2018,32,24,32
2/20/2018,32,24,32
2/21/2018,32,24,32
2/22/2018,32,24,32
2/23/2018,32,24,32
2/24/2018,32,24,32
2/25/2018,27,19,25
2/26/2018,27,19,25
2/27/2018,27,19,25
2/28/2018,27,19,25
3/1/2018,27,19,25
3/2/2018,27,19,25
3/3/2018,27,19,25
3/4/2018,25,19,25
3/5/2018,25,19,25
3/6/2018,25,19,25
3/7/2018,25,19,25
3/8/2018,25,19,25
3/9/2018,25,19,25
3/10/2018,25,19,25
3/11/2018,24,19,25
3/12/2018,24,19,25
3/13/2018,24,19,25
3/14/2018,24,19,25
3/15/2018,24,19,25
3/16/2018,24,19,25
3/17/2018,24,19,25
3/18/2018,25,18,23
3/19/2018,25,18,23
3/20/2018,25,18,23
3/21/2018,25,18,23
3/22/2018,25,18,23
3/23/2018,25,18,23
3/24/2018,25,18,23
3/25/2018,22,18,21
3/26/2018,22,18,21
3/27/2018,22,18,21
3/28/2018,22,18,21
3/29/2018,22,18,21
3/30/2018,22,18,21
3/31/2018,22,18,21
4/1/2018,22,17,20
4/2/2018,22,17,20
4/3/2018,22,17,20
4/4/2018,22,17,20
4/5/2018,22,17,20
4/6/2018,22,17,20
4/7/2018,22,17,20
4/8/2018,21,16,18
4/9/2018,21,16,18
4/10/2018,21,16,18
4/11/2018,21,16,18
4/12/2018,21,16,18
4/13/2018,21,16,18
4/14/2018,21,16,18
4/15/2018,22,14,19
4/16/2018,22,14,19
4/17/2018,22,14,19
4/18/2018,22,14,19
4/19/2018,22,14,19
4/20/2018,22,14,19
4/21/2018,22,14,19
4/22/2018,23,14,19
4/23/2018,23,14,19
4/24/2018,23,14,19
4/25/2018,23,14,19
4/26/2018,23,14,19
4/27/2018,23,14,19
4/28/2018,23,14,19
4/29/2018,21,13,18
4/30/2018,21,13,18
5/1/2018,21,13,18
5/2/2018,21,13,18
5/3/2018,21,13,18
5/4/2018,21,13,18
5/5/2018,21,13,18
5/6/2018,20,13,17
5/7/2018,20,13,17
5/8/2018,20,13,17
5/9/2018,20,13,17
5/10/2018,20,13,17
5/11/2018,20,13,17
5/12/2018,20,13,17
5/13/2018,18,11,16
5/14/2018,18,11,16
5/15/2018,18,11,16
5/16/2018,18,11,16
5/17/2018,18,11,16
5/18/2018,18,11,16
5/19/2018,18,11,16
5/20/2018,19,11,14
5/21/2018,19,11,14
5/22/2018,19,11,14
5/23/2018,19,11,14
5/24/2018,19,11,14
5/25/2018,19,11,14
5/26/2018,19,11,14
5/27/2018,17,11,14
5/28/2018,17,11,14
5/29/2018,17,11,14
5/30/2018,17,11,14
5/31/2018,17,11,14
6/1/2018,17,11,14
6/2/2018,17,11,14
6/3/2018,16,10,12
6/4/2018,16,10,12
6/5/2018,16,10,12
6/6/2018,16,10,12
6/7/2018,16,10,12
6/8/2018,16,10,12
6/9/2018,16,10,12
6/10/2018,19,12,15
6/11/2018,19,12,15
6/12/2018,19,12,15
6/13/2018,19,12,15
6/14/2018,19,12,15
6/15/2018,19,12,15
6/16/2018,19,12,15
6/17/2018,17,10,13
6/18/2018,17,10,13
6/19/2018,17,10,13
6/20/2018,17,10,13
6/21/2018,17,10,13
6/22/2018,17,10,13
6/23/2018,17,10,13
6/24/2018,18,11,13
6/25/2018,18,11,13
6/26/2018,18,11,13
6/27/2018,18,11,13
6/28/2018,18,11,13
6/29/2018,18,11,13
6/30/2018,18,11,13
7/1/2018,16,10,11
7/2/2018,16,10,11
7/3/2018,16,10,11
7/4/2018,16,10,11
7/5/2018,16,10,11
7/6/2018,16,10,11
7/7/2018,16,10,11
7/8/2018,15,9,11
7/9/2018,15,9,11
7/10/2018,15,9,11
7/11/2018,15,9,11
7/12/2018,15,9,11
7/13/2018,15,9,11
7/14/2018,15,9,11
7/15/2018,18,11,13
7/16/2018,18,11,13
7/17/2018,18,11,13
7/18/2018,18,11,13
7/19/2018,18,11,13
7/20/2018,18,11,13
7/21/2018,18,11,13
7/22/2018,19,12,12
7/23/2018,19,12,12
7/24/2018,19,12,12
7/25/2018,19,12,12
7/26/2018,19,12,12
7/27/2018,19,12,12
7/28/2018,19,12,12
7/29/2018,17,10,11
7/30/2018,17,10,11
7/31/2018,17,10,11
8/1/2018,17,10,11
8/2/2018,17,10,11
8/3/2018,17,10,11
8/4/2018,17,10,11
8/5/2018,18,11,12
8/6/2018,18,11,12
8/7/2018,18,11,12
8/8/2018,18,11,12
8/9/2018,18,11,12
8/10/2018,18,11,12
8/11/2018,18,11,12
8/12/2018,18,11,12
8/13/2018,18,11,12
8/14/2018,18,11,12
8/15/2018,18,11,12
8/16/2018,18,11,12
8/17/2018,18,11,12
8/18/2018,18,11,12
8/19/2018,16,10,11
8/20/2018,16,10,11
8/21/2018,16,10,11
8/22/2018,16,10,11
8/23/2018,16,10,11
8/24/2018,16,10,11
8/25/2018,16,10,11
8/26/2018,17,10,10
8/27/2018,17,10,10
8/28/2018,17,10,10
8/29/2018,17,10,10
8/30/2018,17,10,10
8/31/2018,17,10,10
9/1/2018,17,10,10
9/2/2018,20,11,11
9/3/2018,20,11,11
9/4/2018,20,11,11
9/5/2018,20,11,11
9/6/2018,20,11,11
9/7/2018,20,11,11
9/8/2018,20,11,11
9/9/2018,20,10,11
9/10/2018,20,10,11
9/11/2018,20,10,11
9/12/2018,20,10,11
9/13/2018,20,10,11
9/14/2018,20,10,11
9/15/2018,20,10,11
9/16/2018,19,9,11
9/17/2018,19,9,11
9/18/2018,19,9,11
9/19/2018,19,9,11
9/20/2018,19,9,11
9/21/2018,19,9,11
9/22/2018,19,9,11
9/23/2018,18,8,10
9/24/2018,18,8,10
9/25/2018,18,8,10
9/26/2018,18,8,10
9/27/2018,18,8,10
9/28/2018,18,8,10
9/29/2018,18,8,10
9/30/2018,17,8,9
10/1/2018,17,8,9
10/2/2018,17,8,9
10/3/2018,17,8,9
10/4/2018,17,8,9
10/5/2018,17,8,9
10/6/2018,17,8,9
10/7/2018,17,8,10
10/8/2018,17,8,10
10/9/2018,17,8,10
10/10/2018,17,8,10
10/11/2018,17,8,10
10/12/2018,17,8,10
10/13/2018,17,8,10
10/14/2018,17,8,9
10/15/2018,17,8,9
10/16/2018,17,8,9
10/17/2018,17,8,9
10/18/2018,17,8,9
10/19/2018,17,8,9
10/20/2018,17,8,9
10/21/2018,16,7,9
10/22/2018,16,7,9
10/23/2018,16,7,9
10/24/2018,16,7,9
10/25/2018,16,7,9
10/26/2018,16,7,9
10/27/2018,16,7,9
10/28/2018,15,8,8
10/29/2018,15,8,8
10/30/2018,15,8,8
10/31/2018,15,8,8
11/1/2018,15,8,8
11/2/2018,15,8,8
11/3/2018,15,8,8
11/4/2018,13,8,9
11/5/2018,13,8,9
11/6/2018,13,8,9
11/7/2018,13,8,9
11/8/2018,13,8,9
11/9/2018,13,8,9
11/10/2018,13,8,9
11/11/2018,13,8,9
